SMILES,Tc_label,Tc_pred,Tc_rescaled_label
*CC(*)c1ccc(COCCOCCCC)cc1,0.262,0.2454166011764714,0.2589137552144832
*CCCCCc1ccc(CCCCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,0.276,0.267861208072794,0.2678931189897475
*CCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,0.333,0.2949263931982402,0.2953168893200749
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.095,0.10614237989241246,0.1195785295679926
*CC(CCCCCCCCCCCCCCCC)C(CCCCCCCCCCCCCCCC)COC(=O)c1ccc(C(=O)O*)cc1,0.354,0.329489785965793,0.29752889215890793
*c1ccc(-c2ccc(-c3ccc(C(*)(c4ccc(F)cc4)C(F)(F)F)cc3)cc2)cc1,0.22,0.2190467052040302,0.22842883097963168
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,0.235,0.2147753348298521,0.23834118976276547
*CCc1cc(*)c(C)cc1C,0.194,0.22427037067560063,0.22427037067560063
*CC(O)COc1c(Cl)cc(C(C)(C)c2cc(Cl)c(O*)c(Cl)c2)cc1Cl,0.1485,0.1463377947455341,0.151586700600725
*CCCCOC(=O)c1ccccc1-c1ccccc1C(=O)O*,0.19,0.20855309879344705,0.218295121843054
*/C=C/c1cc(OCCc2ccccc2)c(*)cc1OC,0.285,0.26427806421890787,0.27488829593240044
*c1ccc(Oc2ccc(Oc3ccc(-c4nc5cc(C(c6ccc7oc(*)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)cc3)c3c2C2c4ccccc4C3c3ccccc32)cc1,0.176,0.18806208109569894,0.19886707974401638
*c1ccc(Oc2ccc(Oc3ccc(C4Nc5ccc(-c6ccc7[nH]c(*)nc7c6)cc5O4)cc3)c3c2C2c4ccccc4C3c3ccccc32)cc1,0.252,0.2531375630241782,0.25237509561812715
*Oc1c(Cl)cc(C2(c3cc(Cl)c(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,0.109,0.13363123397530005,0.13570354230817422
*CC(*)c1ccc(C(=O)N(CC)CC)cc1,0.213,0.21971467354911217,0.22634473574360842
*CCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,0.314,0.36528912533660124,0.29113112934277363
*Oc1ccc(/N=C/CCC/C=N/c2ccc(OC(=O)NCCCCCCNC(*)=O)cc2)cc1,0.294,0.2896625052756154,0.2824574068022466
*c1ccc(Oc2ccc(-c3csc(/N=C/c4ccc(OCCOc5ccc(/C=N/c6nc(*)cs6)cc5OC)c(OC)c4)n3)cc2)cc1,0.243,0.26389571736058737,0.2460113087322858
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,0.165,0.18055319878358997,0.18206966862351917
*C1C(=O)N(C2CCCCC2)C(=O)C1*,0.1485,0.1568356064559159,0.151586700600725
*CCc1ccc(CCOC(=O)c2ccc(C(=O)O*)cc2)cc1,0.23,0.23858270088513686,0.23480921263305524
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,0.198,0.22828668144863146,0.22436932343110735
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,0.206,0.22172682198114413,0.2245672289421208
*CC(=O)c1ccc(Oc2ccc(C(=O)COc3ccc(/C=C4\CC/C(=C\c5ccc(O*)c(OC)c5)C4=O)cc3OC)cc2)cc1,0.228,0.2452469268752038,0.23382903440200678
*Cc1ccc2nc(-c3cc(-c4nc5ccc(*)cc5c(=O)o4)cc(N4C(=O)c5ccccc5C4=O)c3)oc(=O)c2c1,0.227,0.23333894528648255,0.23333894528648255
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)cc2)cc1,0.2385,0.2307659621012896,0.24188391704821638
*c1sc(*)c2sc(CCCCCCCCC)nc12,0.482,0.39091277780298095,0.3110115761289382
*CC(*)(C)C(=O)OCC1CO1,0.1855,0.17445196143433833,0.21157296690643904
*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccccc2)c1,0.307,0.27627403416160085,0.28804133836647045
*c1ccc2ccc(*)cc2c1,0.221,0.24565221108344057,0.22872655887049215
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.106,0.10763276297187016,0.13052050249883013
*CCc1ccc(*)c(C(C)=O)c1,0.217,0.23084880365295962,0.22753564730705028
*Oc1ccc(/N=C/C=N/c2ccc(OC(=O)Nc3ccc(Cc4ccc(NC(*)=O)cc4)cc3)cc2)cc1,0.417,0.2912121385188245,0.30416490067540725
*CCCCCOC(=O)CCCCCNC(=O)O*,0.317,0.27244218278707283,0.292455325475475
*Oc1ccc(/C=N/c2ccc(/N=C/c3ccc(OC(=O)c4cccc(C(*)=O)c4)c(OC)c3)cc2)cc1OC,0.37,0.27768498592985924,0.29921422765516176
*/C=C/c1ccc(*)c(-c2cc(OCCC(C)C)c(OCCC(C)C)cc2-c2ccc(F)cc2)c1,0.334,0.2663600179172249,0.2954222227885907
*c1ccc(-c2sc(-c3cc(CCCCCCCCCCCC)c(*)s3)cc2CCCCCCCCCCCC)s1,0.34,0.3310573655351571,0.2960542235996859
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,0.185,0.21822516546193532,0.21089178331630326
*c1ccc(-c2ccc(-c3ccc(C(*)(c4ccccc4)C(F)(F)F)cc3)cc2)cc1,0.278,0.22987751511466997,0.26917588524335667
*c1ccc(*)c2ccccc12,0.571,0.21441302870660656,0.3167334406151034
*c1ccc(-c2ccc(-c3ccc(C(*)c4c(F)c(F)c(F)c(F)c4F)cc3)cc2)cc1,0.291,0.22885663859898514,0.27993436984563125
*c1ccc(Sc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,0.252,0.25157835379196775,0.25237509561812715
*c1ccc(Oc2ccc(-c3csc(/N=C/c4ccc(OCCCCOc5ccc(/C=N/c6nc(*)cs6)cc5OC)c(OC)c4)n3)cc2)cc1,0.218,0.24641961557503453,0.22783337519791075
*c1ccc(C(Cl)(Cl)C(*)Cl)cc1,0.115,0.12596186352961325,0.1399908652918375
*c1ccc(C(F)(F)C(*)(F)F)cc1,0.101,0.13653451835264657,0.12188210281658998
*/C=C/c1ccc(*)c(-c2ccc(OCC(CC)CCCC)c3ccccc23)c1,0.219,0.23814578035165931,0.22813110308877121
*CC1(C)CC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC(C)(C)C1,0.231,0.2272411226142384,0.23529930174857946
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,0.213,0.1768520916812599,0.22634473574360842
*c1sc(-c2cc(CCCCCCCCCC)c(*)s2)cc1CCCCCCCCCC,0.307,0.32894669014728106,0.28804133836647045
*c1ccc(Oc2ccc(-c3csc(/N=C/c4ccc(OCCCCCCOc5ccc(/C=N/c6nc(*)cs6)cc5OC)c(OC)c4)n3)cc2)cc1,0.253,0.2624859652492085,0.25304704894778324
*c1ccc(C2C(C#N)(C(=O)OCCC)C(*)C2(C#N)C(=O)OCCC)cc1,0.258,0.22380570393704957,0.2563482227072648
*c1ccc2cc(*)ccc2c1,1.59,0.2532346147765158,0.3167334406151034
*Oc1ccc(C2(c3ccc(OC(*)=O)c(Cl)c3)CCCCC2)cc1Cl,0.165,0.16875960856157962,0.18206966862351917
*c1c(-c2ccccc2)c(-c2ccccc2)c(*)c2cc(-c3ccc(C#Cc4ccccc4)c(C#Cc4ccccc4)c3)ccc12,0.224,0.20832720774853514,0.23103275207848734
*c1ccc(Oc2c3c(c(Oc4ccc(C5Nc6ccc(-c7ccc8[nH]c(*)nc8c7)cc6O5)cc4)c4c2C2c5ccccc5C4c4ccccc42)C2c4ccccc4C3c3ccccc32)cc1,0.18,0.24628058107882603,0.20421139244281056
*CC(=O)c1ccc(Oc2ccc(C(=O)COc3ccc(/C=C4\CC/C(=C\c5ccc(O*)cc5)C4=O)cc3)cc2)cc1,0.259,0.24900449209080017,0.25698960583406943
*CCC(=O)Oc1ccc(OC(=O)CCN2CCN(*)CC2)cc1,0.224,0.23314066425300684,0.23103275207848734
*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)cc2)cc1,0.219,0.22755158143157922,0.22813110308877121
*CCc1ccc(CCOC(=O)CCc2ccc(CCC(=O)O*)cc2)cc1,0.319,0.2611730667340825,0.2933381228972759
*Oc1ccc(/N=C/CCC/C=N/c2ccc(OC(=O)Nc3ccc(Cc4ccc(NC(*)=O)cc4)cc3)cc2)cc1,0.326,0.2879741973732162,0.29457955504046385
*c1ccc2c(c1)C(=O)N(c1cccc(C(c3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)c1)C2=O,0.111,0.1352416010566438,0.13860628794152255
*c1ccc(Oc2c3c(c(Oc4ccc(-c5nc6cc(C(c7ccc8oc(*)nc8c7)(C(F)(F)F)C(F)(F)F)ccc6o5)cc4)c4c2C2c5ccccc5C4c4ccccc42)C2c4ccccc4C3c3ccccc32)cc1,0.109,0.17937929739831834,0.13570354230817422
*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.108,0.10640176867093465,0.13397586237172618
*c1cccc(-c2nc3ccc(-c4ccc5oc(*)nc5c4)cc3o2)c1,0.3795,0.3164534909097819,0.3002148956060624
*CCCC1CCN(C(=O)SSCCCCSSC(=O)N2CCC(*)CC2)CC1,0.223,0.221671243235718,0.2302640210091556
*/C=C/c1cc(OCC2CC3CC2C2CCCC32)c(*)cc1OC,0.258,0.2503458911685795,0.2563482227072648
*Oc1cccc(Oc2ccc(C(=O)Nc3ccc(Oc4ccc(NC(=O)c5ccc(*)cc5)cc4)cc3)cc2)c1C#N,0.296,0.2769343329666215,0.28346288518929214
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,0.225,0.23003266998528776,0.23180148314781907
*CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O*,0.308,0.32979945951090844,0.2884827370773709
*c1ccc(C2C(C(=O)Oc3ccccc3)C(*)C2C(=O)Oc2ccccc2)cc1,0.225,0.21085967468128525,0.23180148314781907
*c1cccc2c(*)cccc12,0.685,0.22292482547068984,0.3167334406151034
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,0.213,0.20352660960596547,0.22634473574360842
*c1c(-c2ccccc2)c(-c2ccccc2)c(*)c2cc(Oc3ccc(C#Cc4ccccc4)c(C#Cc4ccccc4)c3)ccc12,0.16,0.18983076106737595,0.1748905502234544
*/N=C/c1ccc(C=Nc2c(-c3ccccc3)cc(-c3ccc(-c4cc(-c5ccccc5)c(*)c(-c5ccccc5)c4)cc3)cc2-c2ccccc2)cc1,0.219,0.24250612803938926,0.22813110308877121
*c1ccc(Oc2ccc(-c3csc(/N=C/c4ccc(OCCCCCCCCCCOc5ccc(/C=N/c6nc(*)cs6)cc5OC)c(OC)c4)n3)cc2)cc1,0.383,0.30756618729401675,0.30058356274586795
*OS(=O)(=O)c1cccc(S(=O)(=O)Oc2ccc(C3(c4ccc(*)cc4)CCCCC3)cc2)c1,0.151,0.1824970514527726,0.16150039074212572
*OC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C(*)COC12,0.222,0.2375708245634628,0.22949528993982388
*Oc1ccc(/N=C/C=N/c2ccc(OC(=O)NCCCCCCNC(*)=O)cc2)cc1,0.325,0.2944236713587251,0.29447422157194797
*CCc1c2ccccc2c(*)c2ccccc12,0.166,0.1996349498324133,0.18373741277697772
*CCCCc1ccc(CCCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,0.241,0.249090616804894,0.24441443653782416
*/C=C/c1ccc(*)c2ccc(CCCCCCCCCCC)cc12,0.27,0.3273981537415749,0.26404482022891995
*Oc1ccc(/N=C/C=N/c2ccc(OC(=O)Nc3cc(NC(*)=O)ccc3C)cc2)cc1,0.297,0.28362735125746585,0.28362735125746585
*CC(*)c1ccc(C(=O)N(C)C)cc1,0.246,0.21982412955199013,0.24834337564019088
*/C=C/C(C)C(*)C(=O)OC,0.189,0.20493068845643936,0.21680130963491734
*c1cccc2c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,0.314,0.25350448790754776,0.29113112934277363
*Oc1ccc(/C=N/c2ccc(/N=C/c3ccc(OC(=O)CCCCC(*)=O)c(OC)c3)cc2)cc1OC,0.283,0.2799166407424293,0.27320627129465686
*c1ccc(-c2ccc(-c3ccc(C(*)(c4c(F)c(F)c(F)c(F)c4F)C(F)(F)F)cc3)cc2)cc1,0.172,0.1901991138581573,0.19352276704522223
*CC(*)(F)C#N,0.154,0.14935786963132458,0.16741412683120038
*c1ccc(-c2ccc(C3(*)c4ccccc4-c4ccccc43)cc2)cc1,0.203,0.23149948118959707,0.22449301437549077
*CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,0.242,0.2796212441688052,0.24521287263505498
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCC2)cc1,0.241,0.2244651160577647,0.24441443653782416
*CCc1ccc(*)c(C(=O)OC)c1,0.245,0.23411854473879107,0.24760818092674744
*/C=C/c1cc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2ccccc2-3)c(*)cc1-c1ccc(F)cc1F,0.198,0.265857770846462,0.22436932343110735
*CCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,0.44,0.397988621771991,0.30658757045127205
*CCCc1ccc(CCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,0.249,0.24634695479808266,0.250359235629159
*/C=C/c1ccc(*)c(-c2c(OCC(CC)CCCC)ccc3ccccc23)c1,0.257,0.23954290157630675,0.25570683958046025
*CC(c1ccccn1)C(c1ccccc1)C(*)c1ccccn1,0.151,0.18862496380964988,0.16150039074212572
