SMILES,Density_label,Density_pred,Density_rescaled_label
*C(*)C(=O)OCC,1.092477839,1.0494910725606619,1.0446017448019527
*C(*)C(=O)OCCC,1.065852977,1.0168110762040474,1.012453930461479
*C(=O)C1CCCN1*,1.145243929,1.098065489341768,1.103929972515737
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,1.068360477,1.0164395883857438,1.0148857018481483
*C(=O)NC1CCC(CC2CCC(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC2)CC1,1.133082066,1.0916911665814,1.088004318392613
*C(=O)NCCCCCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,1.208959693,1.1475735423240279,1.152835119112989
*C(=O)NCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,1.289378324,1.215667256402344,1.2217579970793946
*C(=O)Nc1ccc(C2(c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Sc6ccc(Oc7ccc(Sc8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)cc7)cc6)cc4)C5=O)cc3)c3ccccc3-c3ccccc32)cc1,1.211912125,1.157938128315723,1.1594296292561947
*C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,1.230142757,1.1782209643748982,1.1750273972626681
*C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,1.30038156,1.2145352765972892,1.2277241544521589
*C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,1.292534878,1.2300295327455806,1.2251238837617797
*C(=O)Nc1ccc(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,1.264285557,1.2011276358864078,1.20045228882819
*C(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,1.279176196,1.2263784518717176,1.2132824665045492
*C(=O)Nc1cccc(/C=C/C(=O)/C=C/c2cccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c2)c1,1.200829298,1.1542157169223204,1.1449711919368426
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,1.207196695,1.148272725105409,1.14757952226505
*C(=O)Nc1cccc(NC(=O)/C=C/c2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,1.251502611,1.187360032966219,1.187360032966219
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,1.288525485,1.2147072243203372,1.22080000986597
*C(=O)Nc1ccccc1NC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,1.285201084,1.20884246973971,1.2173698385368286
*C(=O)OCCOC(=O)c1ccc(*)o1,1.294258311,1.239395074887511,1.2255607624323483
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(*)cc7C6=O)c(C)c5)cc3C)C4=O)cc2)cc1,1.160979338,1.1161788191911282,1.1196421594615398
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,1.209449516,1.1595261591689918,1.154893616929486
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,1.224361443,1.1746552941973898,1.169900895772664
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)n3c-4nc4ccc(Oc5ccc6c(c5)nc5n6C(=O)c6ccc(*)cc6-5)cc43)cc2)cc1,1.233967696,1.1788722636171824,1.179692689717608
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,1.262452899,1.193897614237318,1.1996160497359363
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)cc1,1.335659721,1.2462929630110333,1.2444256528444133
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)Nc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,1.306231148,1.2306226220250693,1.230766718044078
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,1.303485145,1.2392793348875502,1.2293384313423308
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,1.298210162,1.231251715759033,1.2265947387568372
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,1.001467547,0.9663618633363542,0.9592746331212374
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1C)C2=O,1.095689324,1.0647762433037078,1.050784006663913
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,1.052850236,1.026969814592713,1.0039663520251483
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,1.094593488,1.0556091483987387,1.0483873546305407
*C(=O)c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(*)cc5C4=O)c(CC)c3)cc1CC)C2=O,1.063182588,1.0223551625458152,1.0106147176793896
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(c3ccc(O)c(N4C(=O)c5ccc(*)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)ccc1O)C2=O,1.335670182,1.2425770383302372,1.2444705153794717
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,1.203391937,1.1539414372318701,1.1466184655800273
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,1.145826917,1.1093360675982824,1.1042753943037158
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(OC)c3)cc1OC)C2=O,1.18302384,1.1360409926935557,1.1318688822637153
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.240794321,1.178618431588498,1.1845079687264237
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.278260146,1.2146319629200892,1.2126610048026603
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)cc1)C2=O,1.280037721,1.2140821053200896,1.2138669376499232
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,1.21870301,1.1570654176057769,1.1624113497001145
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,1.135742607,1.1004739272275217,1.0918653878870404
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,1.153645492,1.108874651252925,1.1114082061293231
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.231157372,1.1792679685472112,1.1766072432889465
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1)C2=O,1.220747915,1.157612798653752,1.1651180019148686
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)nc1)C2=O,1.281940946,1.219142928782694,1.2151581132927125
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,1.149765843,1.102792528010813,1.1048608444755372
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc4ccccc4cc3Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.249194838,1.1933172927179838,1.187017781891738
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,1.228224345,1.1804074691846087,1.1731454624012514
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(*)cc8C7=O)cc6)cc5)c4)cc3)cc1)C2=O,1.236641993,1.1993900801604211,1.181579051749716
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O,1.29107138,1.224334753806787,1.223659793314806
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc4c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cccc34)cc1)C2=O,1.237241822,1.1883791672431263,1.1820021515966506
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,1.267940386,1.2049761451266692,1.2023594640346558
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,1.231381223,1.1746707971277215,1.1769557992563122
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,1.248995932,1.1828888779668516,1.186988283413239
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,1.276055396,1.2146068780896464,1.211300758253687
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,1.277306466,1.2144068205547307,1.2120516249717534
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,1.261274943,1.2000962856623858,1.1990785501827437
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,1.20397476,1.1518682154413091,1.1467656828118027
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(OCCOCCOc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,1.277701247,1.2081676258907992,1.2122885644825923
*C(C)C(*)C,0.8235685,0.7825373457925272,0.7825373457925272
*C(C)C(*)O,1.029484838,0.9774199593146784,0.9835501010071491
*C(C)C(*)OC,0.947492501,0.9054289395303354,0.9028484963790557
*C(C)C(*)OC(C)(C)C,0.874167946,0.8268616610535309,0.8292162323238702
*C(C)C(*)OC(C)C,0.882335598,0.8403137956133542,0.8381701694937865
*C(C)C(*)OCC,0.920915603,0.874240960649425,0.8754672553745575
*C(C)C(*)OCC(C)C,0.889659735,0.8434140189059498,0.8421162897870282
*C(C)C(*)OCCC,0.906495665,0.8698364548238944,0.8644062219424096
*C(C)C(*)OCCCC,0.905549579,0.8586534189101717,0.8623510678746574
*C(CC)C(*)CC,0.823310611,0.7808479743208621,0.7808479743208621
*C(F)(F)C(*)(F)C(F)(F)F,1.790591386,1.593212789433451,1.5375534152011425
*C(F)(F)C(*)(F)Cl,1.892081877,1.5963467311970851,1.6106847240857447
*C(F)(F)C(*)(F)F,1.914482486,1.6138966969064148,1.6138966969064148
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.779887798,1.6061531395384687,1.5348055628847963
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,1.710360798,1.5944819672743025,1.4690560599276434
*C(F)(F)C(*)(F)OC(F)(F)F,1.816452345,1.5971991833609323,1.5534299754154748
*C(F)(F)C(*)(F)OC(F)C(F)F,1.696241974,1.5338091955381814,1.460331261941131
*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,1.609094369,1.4191451046578762,1.3897398462283153
*C(F)(F)C(*)(F)c1ccccc1,1.27745434,1.2117248219021384,1.2121403759329845
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,1.687186152,1.589615486130779,1.4578414910892683
*C(F)(F)C(F)(F)C1(F)C(*)(F)OC(F)(F)C1(F)F,1.822016677,1.481974513445409,1.5588952554921802
*C(F)C(*)(F)F,1.798577625,1.544710666983502,1.539603662775605
*C(F)C(*)(F)OC(F)(F)F,1.750235753,1.5514441990041905,1.5271932145266893
*C(O)C(*)O,1.396107757,1.238446594913388,1.2685013086870902
*C(OC(F)(F)F)C(*)(F)F,1.726335987,1.543832819650845,1.493827108484884
*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H],1.115470133,1.0336457349085528,1.0752711014245697
*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],1.071664337,0.9339556183898104,1.0184749005473048
*C(c1ccccc1)C(*)[N+](=O)[O-],1.094086295,1.0858944986696573,1.0472780963703983
*C1C(*)C2CC1C1C=CCC12,0.94806811,0.9026479027181047,0.9029258413360947
*C1C2CC(C)C(C2)C1*,0.898563014,0.8467324733127963,0.8499382374771709
*C1CC2CC1C(*)C2CCCC,0.876370215,0.8155818410868008,0.8324719683552783
*C1CC2CC1C(*)C2CCCCCC,0.89181419,0.8286020372209063,0.8445258751941492
*C1CCC(*)C1,0.928876066,0.8972220055553444,0.8894643387355516
*C1CCC(*)N1,1.038245022,0.9863926606164823,0.9913378243415223
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,1.058498105,1.0131464764230382,1.0093201179706028
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)CC2)CC1,1.096899673,1.0561627421296367,1.0534307903783584
*C1CCC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC1,1.221232144,1.1421377824417318,1.1657589311977927
*C1CCC1*,0.894726143,0.8371643595360342,0.8482480706900536
*C1Cc2ccccc2C1*,0.984516179,0.9008365068341264,0.9361900139347064
*C1Oc2ccccc2C1*,1.092531193,1.0432225861102684,1.0446056897793525
*C=CC(C)C(*)C(=O)OC,1.029013519,0.9745414507796186,0.9834704077457246
*C=CC(C)CCCCC*,0.848448936,0.8216275799012335,0.8189087257621679
*C=CC(C*)OC,1.002721432,0.955419144716166,0.9615117193499768
*C=CC1CCC(*)C1,0.952823858,0.8954184643632872,0.9036676081051495
*C=CCC(C)(CC*)C(=O)OC,0.992758106,0.9425305205477931,0.9459732540628086
*C=CCC*,0.884263619,0.8449265718142758,0.8392308216686746
*C=CCCCCCC*,0.857672969,0.8266896602617627,0.8213643929163813
*C=CCCCCCCCC*,0.85471523,0.8222396473481496,0.820576399720632
*C=CCCCCCCCCCC*,0.852224825,0.820932939948431,0.8200944701338966
*CC(*)(C(=O)OC)c1ccccc1,1.055775059,0.9796623424762587,1.0074303330971257
*CC(*)(C)C,0.87060676,0.7827589207756758,0.826909280493955
*CC(*)(C)C#N,0.991092314,0.9095085826506493,0.9426270219708138
*CC(*)(C)C(=O)OC,1.033055843,0.9362668812450143,0.9841539065719859
*CC(*)(C)C(=O)OC(C)(C)C,0.912409902,0.8448669901687523,0.8723255287329519
*CC(*)(C)C(=O)OC(C)C,0.953690368,0.8930162331577122,0.9040726924185372
*CC(*)(C)C(=O)OC(C)CC,0.946334214,0.8922567165416655,0.9026928565988338
*CC(*)(C)C(=O)OC(OCC)C(F)(F)F,1.222015332,1.1520598536311968,1.1667955649459465
*CC(*)(C)C(=O)OC1CCCCC1,0.972678461,0.9122414253976938,0.9256280445054688
*CC(*)(C)C(=O)OCC,0.990367795,0.9205996513951227,0.9408870368640787
*CC(*)(C)C(=O)OCC(=O)c1ccccc1,1.148393849,1.1015969901973652,1.1046796353891586
*CC(*)(C)C(=O)OCC(C)C,0.96194342,0.8956860888358942,0.9079054737577426
*CC(*)(C)C(=O)OCC(C)O,1.091888654,1.03323759922656,1.0445581806547586
*CC(*)(C)C(=O)OCCBr,1.508509344,1.4196145794283548,1.3538625301479432
*CC(*)(C)C(=O)OCCC,0.989428412,0.9271805123756416,0.9386310402242106
*CC(*)(C)C(=O)OCCC#N,1.090917117,1.0328427204437944,1.0444863455250921
*CC(*)(C)C(=O)OCCCC,0.977791197,0.9118493329685526,0.9304290115922677
*CC(*)(C)C(=O)OCCCCCC,0.953772359,0.8973852663777933,0.9041110223488772
*CC(*)(C)C(=O)OCCCCCCCC,0.934650547,0.8861100296084208,0.8955849597660017
*CC(*)(C)C(=O)OCCCCCCCCCCCC,0.910290248,0.87019866134798,0.869495854479611
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,1.13049325,1.089181839580954,1.0855381260785717
*CC(*)(C)C(=O)OCCN(C)C,1.036064242,0.9845117008883588,0.986693284774258
*CC(*)(C)C(=O)OCCO,1.134422469,1.088452358464007,1.0898536287386995
*CC(*)(C)C(=O)OCCOC,1.090293836,1.0296502816023436,1.044440260330752
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],1.264027777,1.1965292883834813,1.200334664201445
*CC(*)(C)C(=O)OCCS(=O)CC,1.144553412,1.1132135383390616,1.1035208395374085
*CC(*)(C)C(=O)OCc1c(Cl)cccc1Cl,1.273236404,1.2107257715569328,1.2096088567043763
*CC(*)(C)C(=O)OCc1cc(Cl)cc(Cl)c1,1.269395896,1.206311792298703,1.2034332203567728
*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,1.269736861,1.2085358698589452,1.204011198932521
*CC(*)(C)C(=O)OCc1ccc(Cl)c(Cl)c1,1.273551555,1.2090867840012873,1.2097980039120189
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1,1.187854535,1.135692920522589,1.1354227312545113
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1Cl,1.269283781,1.2084270138905573,1.2033505110727045
*CC(*)(C)C(=O)OCc1cccc(Cl)c1,1.192786371,1.1399617436729579,1.139211514004365
*CC(*)(C)C(=O)OCc1cccc(Cl)c1Cl,1.272828419,1.2149896315150783,1.2094636941866515
*CC(*)(C)C(=O)OCc1ccccc1,1.091824545,1.0450370577706385,1.0445534404561578
*CC(*)(C)C(=O)OCc1ccccc1Cl,1.18896235,1.1437326028493875,1.1362941628992171
*CC(*)(C)C(=O)Oc1c(C(C)C)cccc1C(C)C,0.952119689,0.9070700650450252,0.9034702546508532
*CC(*)(C)C(=O)Oc1c(C)cccc1C,1.039602434,0.9823890383747333,0.9931636681796405
*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,1.126426327,1.0639467309666542,1.0816638398240068
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,1.164528174,1.0979431133302024,1.1203204623270935
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,1.116884827,1.0557537090246891,1.0764269046365345
*CC(*)(C)C(=O)Oc1ccccc1,1.099424256,1.0469792811179253,1.0548539676124766
*CC(*)(C)C(C)=O,0.974159692,0.8898250557964289,0.9267884191630575
*CC(*)(C)CC,0.844525133,0.7823321525850464,0.8142294207604498
*CC(*)(C)CCC,0.818195516,0.7779103108689036,0.7767673516757512
*CC(*)(C)OC,0.955616256,0.9045908429455657,0.9049730248072477
*CC(*)(C)c1ccc(C(C)C)cc1,0.902118305,0.8309181274213557,0.8548974149100516
*CC(*)(C)c1ccc(C)cc1,0.92469499,0.8668785660184062,0.8805355386392089
*CC(*)(C)c1ccc2ccccc2c1,0.989395044,0.9440966898351353,0.9385509045437916
*CC(*)(C)c1ccccc1,0.964538381,0.8665969321918453,0.9101991612657822
*CC(*)(CC(=O)OC)C(=O)OC,1.129334605,1.0614987791799229,1.0844343622754655
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,0.987497028,0.9608331263588477,0.9361973965266801
*CC(*)(CC(=O)OCC)C(=O)OCC,1.072165826,0.9829555065555238,1.0190742946725526
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,1.013959173,0.9706782493782596,0.9706782493782596
*CC(*)(CC(=O)OCCC)C(=O)OCCC,1.041623299,0.965621077932415,0.9939831226692853
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,1.008079519,0.9668858633878055,0.966835893920773
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,1.022044666,0.9563926256231359,0.9800201114508897
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,1.006667282,0.9602252187128631,0.9658917583147779
*CC(*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,0.966492654,0.9223726462271336,0.9153863888551619
*CC(*)(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC,0.954492402,0.9146275712418857,0.9044476348799093
*CC(*)(CC(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC,0.946548067,0.9080785278168881,0.902721592166029
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,1.119451787,1.0710411893149283,1.0792454843744872
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,1.130052948,1.0914399592829485,1.0851186797338885
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,1.151577723,1.1047530529127982,1.107752925825587
*CC(*)(CC(=O)Oc1ccc(OCCCCCCC)cc1)C(=O)Oc1ccc(OCCCCCCC)cc1,1.051565254,1.0057212682313308,1.0030839217610634
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,1.158608395,1.111551195923667,1.1177075244244048
*CC(*)(CC)C(=O)OCC,0.972122176,0.8927538899565242,0.9251922589889646
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,1.042726823,0.9905490728555624,0.9948009894812715
*CC(*)(Cl)Cl,1.610770482,1.3995679094072306,1.3899532655178477
*CC(*)(F)C(C)=O,1.193983784,1.125563255977937,1.1400690019850668
*CC(*)(F)F,1.54254368,1.3910286916515544,1.3812659540955785
*CC(*)C,0.83573244,0.788179056428406,0.7974081068368615
*CC(*)C#N,1.046677705,0.9856762621312938,0.9993072841311529
*CC(*)C(=O)C(C)(C)C,0.91707896,0.8659165013255579,0.8753876548593236
*CC(*)C(=O)C(C)C,0.945283927,0.8901345973616435,0.9025517288491052
*CC(*)C(=O)C1CCCCC1,0.971181484,0.9303741029364897,0.9244553346622415
*CC(*)C(=O)N(C)C,1.073801453,0.9953039421614736,1.0279507116076398
*CC(*)C(=O)N1CCCCC1,1.040542744,0.9924530087065371,0.9935449609682028
*CC(*)C(=O)N1CCOCC1,1.139923204,1.1079063096633597,1.0972429819267058
*CC(*)C(=O)NC(C)C,1.008805527,0.945197704692466,0.9673212586315384
*CC(*)C(=O)O,1.303707229,1.1839037022765204,1.2294539445533035
*CC(*)C(=O)OC,1.129183952,1.0574929269779305,1.0842908452118012
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,1.536822752,1.3861002401327347,1.365404642012121
*CC(*)C(=O)OC(C)(C)C,0.971035325,0.9126856815354465,0.9243408358436381
*CC(*)C(=O)OC(C)C,1.018190946,0.9575480202273075,0.9743672385376355
*CC(*)C(=O)OC(CC)CC,0.9720182,0.9254287442299668,0.925110805714359
*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,1.633953683,1.4357288598584659,1.4044727014445932
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,1.596822382,1.426032135832181,1.388177255432413
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,1.597661628,1.4375106812691965,1.3882841165360875
*CC(*)C(=O)OC(OCC)C(F)(F)F,1.286700483,1.2154775141862668,1.2187499997462703
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,0.986288422,0.9267725538467593,0.9361944032033165
